Cast Vote Record,Precinct,Ballot Style,Rep. to Congress District 2 1st Choice,Rep. to Congress District 2 2nd Choice,Rep. to Congress District 2 3rd Choice,Rep. to Congress District 2 4th Choice,Rep. to Congress District 2 5th Choice
418,178111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
428,370111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
430,127111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,"Bond, Tiffany L.",undervote
2037,488111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
4569,137111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7126,514111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7128,108111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7132,39111,UOCAVA,"DEM Golden, Jared F.","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
7136,235112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7138,517311,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7140,228111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7142,8111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7146,244111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7148,279111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
7152,510111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7154,254111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7156,321111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7158,392111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7160,503111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7162,129111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7172,74111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7178,433111,UOCAVA,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
7180,511111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7182,164111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7186,308111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7190,106111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7196,106111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7198,175111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
7200,510112,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7204,341111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7210,511111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7212,228111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7214,170112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7216,395111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7222,514132,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7224,447111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7230,148111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,"Hoar, William R.S.","REP Poliquin, Bruce"
7234,488111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7236,510113,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7238,126111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7240,146111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7242,127111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7244,126111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7246,400111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7250,126111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7254,285111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7256,126111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
7258,512111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7260,9111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
7262,428111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7266,127111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7268,164111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7270,330111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7272,281111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7274,503111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7276,487212,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7278,488512,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7280,132111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7282,434111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7286,487312,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7288,488611,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7290,170111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7292,363111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7294,228111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7296,126111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7300,512111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7302,126111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7304,268111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7306,137111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7312,322111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7314,127111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7316,510111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7318,510114,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7320,298111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7322,151111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7334,142111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
7336,411111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7338,131111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7340,487212,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7344,510112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7348,128111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7350,6111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7352,517111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7356,100111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7358,392111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7360,514132,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7364,39111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7366,239111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7370,490111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7372,298111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7374,502111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7376,139111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7388,435111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7390,514132,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7392,289111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.",undervote
7396,129111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7400,392111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7404,300111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7410,147111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7412,488312,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7414,488711,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7418,46111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7420,235112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7422,239111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7426,513111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7428,410111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7430,241111,UOCAVA,"Hoar, William R.S.",undervote,undervote,undervote,undervote
7432,370111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7434,502111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7436,392111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7438,510112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7440,139111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7442,295111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7444,510112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7446,242111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7448,511111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7450,514111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7452,402111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7454,393111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7456,331111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7458,129111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
7462,447111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7468,139111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7472,148111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7474,512111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7476,237111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7478,487111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7482,408111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7484,385111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7486,126111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7488,510114,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7490,488112,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7492,316111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7494,132111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.",undervote,undervote,undervote
7496,510112,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7498,490111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
7500,127111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7502,300111,UOCAVA,"REP Poliquin, Bruce","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
7504,370111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7506,127111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7508,505111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7510,370111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7512,46111,UOCAVA,"DEM Golden, Jared F.","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
7514,178111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7516,268111,UOCAVA,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
7520,258111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7522,511111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
7524,428111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7526,169111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7528,299111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7530,178111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7532,154111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7536,8111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7538,447111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7540,510114,UOCAVA,"DEM Golden, Jared F.","REP Poliquin, Bruce",undervote,undervote,undervote
7542,503111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7544,153111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7546,178111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7548,166111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7550,135111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7552,166111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7554,518111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7556,288111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7558,503111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7562,139111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7564,137111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7568,145111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7570,126111,UOCAVA,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,undervote
7572,177111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7574,127111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
7580,511112,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7582,62111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7588,510111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7590,428111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7592,510112,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7594,2111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7598,46111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7600,29111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7602,46111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7606,401111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7608,39111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7612,281111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
7618,401111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7622,513111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7624,503111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7626,518111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7628,46111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7630,488611,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7632,502211,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7636,502111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
7638,376111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7642,427111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7644,512111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7652,488711,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
7654,514132,UOCAVA,"REP Poliquin, Bruce",undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote
7656,322111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7660,153111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7662,490111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7666,262111,UOCAVA,"Hoar, William R.S.",undervote,undervote,undervote,undervote
7668,514111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7670,127111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7672,108111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7674,10111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7680,139111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
7684,140111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
7690,126111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7692,503111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7698,447111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7700,9111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7702,321111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7704,270111,UOCAVA,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
7710,321111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7712,132111,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
7716,517111,UOCAVA,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
7720,488411,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
7724,514111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7726,140111,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
7728,282111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7734,242111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7736,228111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7738,366112,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
7740,239111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7744,507112,UOCAVA,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
7746,46111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7752,514111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7754,488311,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7756,251111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7760,487111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
7762,320111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7764,490111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7766,1111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7770,510114,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7772,129111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7774,510114,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7776,513111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7778,300111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7780,172111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7782,490111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7784,514131,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7786,503111,UOCAVA,"Hoar, William R.S.",undervote,undervote,undervote,undervote
7788,172111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7790,221111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7792,327111,UOCAVA,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote
7794,363111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7796,511111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7798,126111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7800,239111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7802,517111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7804,126111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,undervote
7806,384111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.",undervote,undervote,undervote
7808,6111,UOCAVA,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
7810,321111,UOCAVA,"DEM Golden, Jared F.",undervote,undervote,undervote,undervote
7816,8111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7818,488312,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7820,367111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
7822,517111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7824,130111,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
7826,268111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7828,235112,UOCAVA,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,undervote
7830,503111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7832,503111,UOCAVA,"REP Poliquin, Bruce",undervote,undervote,undervote,undervote
7834,510114,UOCAVA,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
